test_id,gene_id,symbol,locus,sample_1,sample_2,status,value_1,value_2,log2FoldChange,test_stat,pvalue,padj,sig_cufflinks
XLOC_002684,XLOC_002684,PIK3CD-AS1,chr1:9688665-9884584,Control,Dengue,OK,0.470195,1.02772,1.12811,0.144369,0.75905,0.999963,no
XLOC_002686,XLOC_002686,PIK3CD-AS2,chr1:9688665-9884584,Control,Dengue,OK,0.446216,0.620763,0.476302,0.0531747,0.90815,0.999963,no
XLOC_002687,XLOC_002687,CLSTN1,chr1:9688665-9884584,Control,Dengue,OK,6.08219,7.27656,0.258665,0.144045,0.67005,0.999963,no
XLOC_002688,XLOC_002688,CTNNBIP1,chr1:9908223-9970402,Control,Dengue,OK,6.04511,7.46904,0.305154,0.255308,0.49915,0.999963,no
XLOC_002689,XLOC_002689,LZIC,chr1:9982170-10045784,Control,Dengue,OK,23.7309,22.4542,-0.0797762,-0.0891754,0.82745,0.999963,no
XLOC_002693,XLOC_002693,DFFA,chr1:10516250-10692591,Control,Dengue,OK,5.22905,5.24398,0.00411398,0.00343929,0.9931,0.999963,no
XLOC_002694,XLOC_002694,CASZ1,chr1:10696572-10856707,Control,Dengue,OK,1.86709,3.61708,0.954032,0.67365,0.057,0.758417,no
XLOC_002700,XLOC_002700,SRM,chr1:11114412-11120081,Control,Dengue,OK,2.94929,3.68753,0.322288,0.277646,0.4416,0.999963,no
XLOC_002701,XLOC_002701,EXOSC10,chr1:11126572-11162157,Control,Dengue,OK,13.2263,17.3856,0.394479,0.498644,0.22915,0.999963,no
XLOC_002702,XLOC_002702,MTOR,chr1:11166492-11322703,Control,Dengue,OK,7.94195,8.60764,0.116124,0.104195,0.76255,0.999963,no
XLOC_002706,XLOC_002706,FBXO2,chr1:11708423-11751707,Control,Dengue,OK,0.417678,0.585627,0.487591,0.0618934,0.80945,0.999963,no
XLOC_002707,XLOC_002707,MAD2L2,chr1:11708423-11751707,Control,Dengue,OK,10.821,12.1178,0.163294,0.103362,0.7764,0.999963,no
XLOC_002709,XLOC_002709,MTHFR,chr1:11821843-11910800,Control,Dengue,OK,4.52957,7.66538,0.758982,0.401322,0.1703,0.999963,no
XLOC_002713,XLOC_002713,KIAA2013,chr1:11976978-11986485,Control,Dengue,OK,10.7642,16.0443,0.575815,0.679288,0.0458,0.697948,no
XLOC_002719,XLOC_002719,TNFRSF1B,chr1:12220289-12274170,Control,Dengue,OK,4.21088,7.33017,0.799724,0.488702,0.17625,0.999963,no
XLOC_002722,XLOC_002722,DHRS3,chr1:12627873-12677789,Control,Dengue,OK,4.70642,5.76746,0.293305,0.349209,0.40775,0.999963,no
XLOC_002724,XLOC_002724,RP11-474O21.5,chr1:12677867-12680234,Control,Dengue,OK,0.478176,1.13795,1.25083,0.523387,0.08155,0.872772,no
XLOC_002758,XLOC_002758,RP1-21O18.3,chr1:14925199-15547162,Control,Dengue,OK,0.222977,0.344734,0.628592,0.121423,0.773,0.999963,no
XLOC_002762,XLOC_002762,CASP9,chr1:15783222-15930121,Control,Dengue,OK,5.99041,7.58958,0.341364,0.268281,0.50725,0.999963,no
XLOC_002764,XLOC_002764,AGMAT,chr1:15783222-15930121,Control,Dengue,OK,1.25456,0.693475,-0.855262,-0.258633,0.5057,0.999963,no
XLOC_002769,XLOC_002769,RP11-288I21.1,chr1:16010826-16076391,Control,Dengue,OK,1.6685,3.52967,1.08098,0.467877,0.26425,0.999963,no
XLOC_002771,XLOC_002771,UQCRHL,chr1:16133663-16138844,Control,Dengue,OK,75.9128,60.9529,-0.316648,-0.38765,0.32485,0.999963,no
XLOC_002772,XLOC_002772,FLJ37453,chr1:16160968-16302691,Control,Dengue,OK,2.21062,3.79318,0.77896,0.18571,0.58555,0.999963,no
XLOC_002773,XLOC_002773,RP1-134O19.3,chr1:16160968-16302691,Control,Dengue,OK,0.268151,0.485561,0.856605,0.0175868,0.33235,0.999963,no
XLOC_002774,XLOC_002774,ZBTB17,chr1:16160968-16302691,Control,Dengue,OK,6.21875,11.2777,0.858782,0.277929,0.43125,0.999963,no
XLOC_002781,XLOC_002781,ARHGEF19,chr1:16524348-16539104,Control,Dengue,OK,0.774397,1.42424,0.879052,0.683004,0.0592,0.770905,no
XLOC_002782,XLOC_002782,ANO7P1,chr1:16542000-16554522,Control,Dengue,OK,0.211232,1.43786,2.76703,1.2497,0.0013,0.111844,no
XLOC_002783,XLOC_002783,"C1orf134,RSG1",chr1:16555137-16563657,Control,Dengue,OK,0.487313,0.839233,0.784222,0.378766,0.18835,0.999963,no
XLOC_002784,XLOC_002784,FBXO42,chr1:16567373-16678975,Control,Dengue,OK,18.1658,24.0617,0.405513,0.382097,0.47505,0.999963,no
XLOC_002785,XLOC_002785,RP11-430L17.1,chr1:16679069-16763919,Control,Dengue,OK,1.84208,1.96105,0.0902905,0.0118128,0.96765,0.999963,no
XLOC_002787,XLOC_002787,"CROCCP2,CROCCP3",chr1:16787442-16976784,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002788,XLOC_002788,RNU1-1,chr1:16787442-16976784,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002789,XLOC_002789,RP5-875O13.1,chr1:16787442-16976784,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002790,XLOC_002790,RP5-875O13.6,chr1:16787442-16976784,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002791,XLOC_002791,NBPF1,chr1:16787442-16976784,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002792,XLOC_002792,RNU1-3,chr1:16983373-16994019,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002794,XLOC_002794,EIF1AXP1,chr1:17007591-17046652,Control,Dengue,OK,23.0078,25.187,0.130562,0.116171,0.74095,0.999963,no
XLOC_002796,XLOC_002796,RP5-1182A14.7,chr1:17066432-17299474,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002797,XLOC_002797,MST1L,chr1:17066432-17299474,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002798,XLOC_002798,RP11-108M9.1,chr1:17066432-17299474,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002799,XLOC_002799,MIR3675,chr1:17066432-17299474,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002800,XLOC_002800,RP11-108M9.4,chr1:17066432-17299474,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002801,XLOC_002801,RP11-108M9.6,chr1:17066432-17299474,Control,Dengue,HIDATA,0.0,0.0,0.0,0.0,1.0,1.0,no
XLOC_002803,XLOC_002803,ATP13A2,chr1:17300996-17338453,Control,Dengue,OK,3.18918,5.47873,0.780658,0.553357,0.0856,0.891353,no
XLOC_002804,XLOC_002804,SDHB,chr1:17345216-17380693,Control,Dengue,OK,49.0102,62.2585,0.345189,0.519712,0.22445,0.999963,no
XLOC_002805,XLOC_002805,PADI2,chr1:17392978-17445941,Control,Dengue,OK,4.91325,8.1822,0.735812,0.921596,0.0179,0.460388,no
XLOC_002808,XLOC_002808,RCC2,chr1:17732490-17766248,Control,Dengue,OK,14.783,21.7479,0.556931,0.753618,0.0411,0.670732,no
XLOC_002810,XLOC_002810,"ALDH4A1,IFFO2,RP13-279N23.2,TAS1R2",chr1:19166092-19283180,Control,Dengue,OK,3.46041,6.26514,0.856404,0.834236,0.03005,0.592409,no
XLOC_002813,XLOC_002813,"EMC1,UBR4",chr1:19397884-19588341,Control,Dengue,OK,33.6827,39.8865,0.243893,0.0881238,0.74865,0.999963,no
XLOC_002816,XLOC_002816,AKR7A2,chr1:19629929-19638640,Control,Dengue,OK,8.89642,7.70988,-0.206517,-0.237453,0.529,0.999963,no
XLOC_002819,XLOC_002819,CAPZB,chr1:19665219-19814150,Control,Dengue,OK,41.6677,46.7838,0.167078,0.24442,0.5566,0.999963,no
XLOC_002822,XLOC_002822,TMCO4,chr1:20008666-20126810,Control,Dengue,OK,4.06129,6.17502,0.604505,0.59332,0.13915,0.999963,no
XLOC_002833,XLOC_002833,MUL1,chr1:20825940-20834654,Control,Dengue,OK,4.38452,6.94164,0.662856,0.791454,0.0364,0.641908,no
XLOC_002834,XLOC_002834,DDOST,chr1:20959819-20988041,Control,Dengue,OK,44.9291,49.8378,0.149591,0.177608,0.6448,0.999963,no
XLOC_002838,XLOC_002838,HP1BP3,chr1:21063963-21113816,Control,Dengue,OK,83.0597,79.8799,-0.0563146,-0.0654489,0.86505,0.999963,no
XLOC_002839,XLOC_002839,EIF4G3,chr1:21132572-21503893,Control,Dengue,OK,19.9178,19.526,-0.0286625,-0.0248191,0.93875,0.999963,no
XLOC_002841,XLOC_002841,RPS15AP6,chr1:21132572-21503893,Control,Dengue,OK,2.30337,1.82959,-0.332221,-0.0304349,0.91955,0.999963,no
XLOC_002844,XLOC_002844,ECE1,chr1:21542384-21672238,Control,Dengue,OK,20.0562,35.7243,0.832857,0.771347,0.04015,0.663993,no
XLOC_002846,XLOC_002846,NBPF2P,chr1:21749604-21754460,Control,Dengue,OK,0.656149,0.605426,-0.116074,-0.0918748,0.8016,0.999963,no
XLOC_002850,XLOC_002850,USP48,chr1:22001375-22110671,Control,Dengue,OK,24.4259,17.9438,-0.44493,-0.292775,0.3429,0.999963,no
XLOC_002855,XLOC_002855,RP1-224A6.8,chr1:22379028-22470462,Control,Dengue,OK,3.16781,3.91974,0.307273,0.0350037,0.9139,0.999963,no
XLOC_002864,XLOC_002864,LUZP1,chr1:23345921-23504301,Control,Dengue,OK,4.71027,7.18788,0.609755,0.419072,0.29315,0.999963,no
XLOC_002867,XLOC_002867,LINC01355,chr1:23607798-23619872,Control,Dengue,OK,0.713204,0.339914,-1.06914,-0.655629,0.0234,0.526961,no
XLOC_002868,XLOC_002868,HNRNPR,chr1:23627175-23671100,Control,Dengue,OK,35.4637,32.0786,-0.144731,-0.164267,0.65855,0.999963,no
XLOC_002869,XLOC_002869,ZNF436,chr1:23685513-23698332,Control,Dengue,OK,1.26577,1.72534,0.446865,0.459592,0.2221,0.999963,no
XLOC_002871,XLOC_002871,TCEA3,chr1:23707001-23751796,Control,Dengue,OK,2.33278,2.01691,-0.209903,-0.201917,0.6458,0.999963,no
XLOC_002872,XLOC_002872,ASAP3,chr1:23755055-23811061,Control,Dengue,OK,0.339111,0.437789,0.368478,0.180785,0.49685,0.999963,no
XLOC_002873,XLOC_002873,E2F2,chr1:23831753-23857752,Control,Dengue,OK,3.4399,7.30368,1.08626,0.739431,0.03785,0.649843,no
XLOC_002875,XLOC_002875,ID3,chr1:23882540-23886285,Control,Dengue,OK,1.49087,1.7724,0.249552,0.168025,0.6412,0.999963,no
XLOC_002877,XLOC_002877,TCEB3-AS1,chr1:24069644-24104777,Control,Dengue,OK,0.970883,1.46689,0.595393,0.13724,0.7257,0.999963,no
XLOC_002878,XLOC_002878,GALE,chr1:24104853-24127386,Control,Dengue,OK,2.75021,5.10263,0.891699,0.394002,0.30135,0.999963,no
XLOC_002879,XLOC_002879,HMGCL,chr1:24127461-24165110,Control,Dengue,OK,7.00718,8.17852,0.223005,0.256625,0.52545,0.999963,no
XLOC_002880,XLOC_002880,FUCA1,chr1:24171566-24194784,Control,Dengue,OK,6.14048,12.6532,1.04308,1.23159,0.0008,0.0843952,no
XLOC_002881,XLOC_002881,CNR2,chr1:24196996-24239852,Control,Dengue,OK,0.761442,0.649606,-0.229169,-0.206432,0.5816,0.999963,no
XLOC_002885,XLOC_002885,SRSF10,chr1:24291293-24307417,Control,Dengue,OK,1.61748,0.892006,-0.858622,-0.378732,0.12725,0.999963,no
XLOC_002889,XLOC_002889,IFNLR1,chr1:24480387-24514449,Control,Dengue,OK,1.09925,1.36801,0.315564,0.251714,0.5031,0.999963,no
XLOC_002892,XLOC_002892,STPG1,chr1:24634045-24803051,Control,Dengue,OK,0.615377,0.749903,0.285234,0.0638273,0.7936,0.999963,no
XLOC_002893,XLOC_002893,RCAN3,chr1:24822762-24882515,Control,Dengue,OK,0.527636,0.501641,-0.0728861,-0.0242577,0.9523,0.999963,no
XLOC_002895,XLOC_002895,RP4-594I10.3,chr1:24822762-24882515,Control,Dengue,OK,2.01506,1.24925,-0.689763,-0.263955,0.43445,0.999963,no
XLOC_002899,XLOC_002899,RUNX3,chr1:25215316-25291675,Control,Dengue,OK,14.4196,28.3584,0.975741,0.72661,0.04185,0.674893,no
XLOC_002903,XLOC_002903,SYF2,chr1:25544643-25562695,Control,Dengue,OK,31.3531,37.0622,0.241338,0.323623,0.39785,0.999963,no
XLOC_002904,XLOC_002904,RSRP1,chr1:25565677-25756683,Control,Dengue,OK,44.3095,62.4789,0.495751,0.279572,0.38235,0.999963,no
XLOC_002905,XLOC_002905,RP3-465N24.5,chr1:25565677-25756683,Control,Dengue,OK,1.53057,2.47029,0.690609,0.0461919,0.83325,0.999963,no
XLOC_002906,XLOC_002906,RHCE,chr1:25565677-25756683,Control,Dengue,OK,0.670841,0.967037,0.527601,0.0530071,0.87405,0.999963,no
XLOC_002908,XLOC_002908,RP1-317E23.3,chr1:26126666-26202230,Control,Dengue,OK,0.342167,0.632253,0.885803,0.166162,0.5827,0.999963,no
XLOC_002909,XLOC_002909,"AUNIP,PAQR7",chr1:26126666-26202230,Control,Dengue,OK,0.938588,1.20243,0.357394,0.10503,0.6503,0.999963,no
XLOC_002910,XLOC_002910,STMN1,chr1:26210671-26233482,Control,Dengue,OK,38.2768,26.9873,-0.504187,-0.618888,0.15,0.999963,no
XLOC_002911,XLOC_002911,PAFAH2,chr1:26286065-26324648,Control,Dengue,OK,4.32098,4.70755,0.123618,0.113898,0.7632,0.999963,no
XLOC_002915,XLOC_002915,RP11-96L14.7,chr1:26496006-26516377,Control,Dengue,OK,0.59305,0.785133,0.404783,0.122669,0.72855,0.999963,no
XLOC_002918,XLOC_002918,"AIM1L,UBXN11",chr1:26560643-26680621,Control,Dengue,OK,14.0468,17.307,0.301113,0.107545,0.77525,0.999963,no
XLOC_002920,XLOC_002920,ZNF683,chr1:26688030-26701013,Control,Dengue,OK,2.3648,1.97962,-0.256496,-0.226714,0.53145,0.999963,no
XLOC_002921,XLOC_002921,RP3-476K8.4,chr1:26758723-26804978,Control,Dengue,OK,0.878148,0.753935,-0.220025,-0.0230546,0.9214,0.999963,no
XLOC_002928,XLOC_002928,RP5-968P14.2,chr1:27018622-27020622,Control,Dengue,OK,0.294929,0.496443,0.751259,0.543252,0.1722,0.999963,no
XLOC_002929,XLOC_002929,"GPATCH3,GPN2",chr1:27202508-27273383,Control,Dengue,OK,7.81599,11.493,0.556251,0.428198,0.266,0.999963,no
XLOC_002934,XLOC_002934,SLC9A1,chr1:27425036-27493515,Control,Dengue,OK,3.00982,5.93736,0.980144,0.957592,0.0074,0.300115,no
XLOC_002935,XLOC_002935,CHCHD3P3,chr1:27527324-27527964,Control,Dengue,OK,5.31522,6.06912,0.191357,0.211665,0.6498,0.999963,no
XLOC_002938,XLOC_002938,MAP3K6,chr1:27681634-27693421,Control,Dengue,OK,1.86825,3.19383,0.773598,0.414854,0.22825,0.999963,no
XLOC_002941,XLOC_002941,WASF2,chr1:27719147-27816683,Control,Dengue,OK,10.022,14.0579,0.488212,0.628469,0.09025,0.902644,no
XLOC_002942,XLOC_002942,AHDC1,chr1:27860545-27930942,Control,Dengue,OK,0.446075,0.513785,0.20388,0.0683342,0.73335,0.999963,no
XLOC_002943,XLOC_002943,FGR,chr1:27935500-27964437,Control,Dengue,OK,137.35,253.479,0.884011,1.05009,0.00845,0.320522,no
XLOC_002944,XLOC_002944,IFI6,chr1:27985113-28029574,Control,Dengue,OK,124.685,752.197,2.59282,3.31432,5e-05,0.0138461,yes
XLOC_002947,XLOC_002947,AL109927.1,chr1:28157276-28178290,Control,Dengue,OK,1.30086,2.20775,0.763117,0.0407895,0.76875,0.999963,no
XLOC_002948,XLOC_002948,RPA2,chr1:28199016-28241563,Control,Dengue,OK,22.1643,20.1376,-0.13835,-0.0592508,0.87115,0.999963,no
XLOC_002950,XLOC_002950,EYA3,chr1:28295969-28415209,Control,Dengue,OK,9.63557,8.3759,-0.202125,-0.217536,0.5774,0.999963,no
XLOC_002952,XLOC_002952,RN7SL559P,chr1:28295969-28415209,Control,Dengue,OK,0.521288,0.626411,0.26503,0.0225943,0.8521,0.999963,no
XLOC_002953,XLOC_002953,SPCS2P4,chr1:28421223-28423225,Control,Dengue,OK,12.0568,12.2431,0.0221274,0.0204788,0.9511,0.999963,no
XLOC_002954,XLOC_002954,RP5-1053E7.3,chr1:28445193-28455004,Control,Dengue,OK,0.379897,0.870535,1.19629,0.110653,0.32565,0.999963,no
XLOC_002956,XLOC_002956,RNU7-29P,chr1:28469926-28473595,Control,Dengue,OK,0.409451,0.537051,0.391368,0.134651,0.5047,0.999963,no
XLOC_002957,XLOC_002957,PTAFR,chr1:28473676-28520447,Control,Dengue,OK,20.9462,31.2167,0.575633,0.779152,0.044,0.687665,no
XLOC_002958,XLOC_002958,"AL353354.1,DNAJC8",chr1:28525276-28559638,Control,Dengue,OK,20.1213,20.8654,0.0523875,0.0670881,0.86785,0.999963,no
XLOC_002960,XLOC_002960,Y_RNA,chr1:28696015-28827027,Control,Dengue,OK,1.00063,0.643564,-0.636754,-0.138032,0.59005,0.999963,no
XLOC_002961,XLOC_002961,"RCC1,SNHG3",chr1:28831648-28865812,Control,Dengue,OK,286.427,240.884,-0.249829,-0.0973142,0.79,0.999963,no
XLOC_002963,XLOC_002963,SNHG12,chr1:28879538-28909495,Control,Dengue,OK,16.4293,21.5134,0.388967,0.321673,0.371,0.999963,no
XLOC_002965,XLOC_002965,TAF12,chr1:28915834-28969605,Control,Dengue,OK,13.0744,14.482,0.147506,0.190703,0.6307,0.999963,no
XLOC_002968,XLOC_002968,RP4-604A21.1,chr1:29212532-29450447,Control,Dengue,OK,0.561356,0.864472,0.622904,0.0205158,0.42975,0.999963,no
XLOC_002971,XLOC_002971,SRSF4,chr1:29474117-29508499,Control,Dengue,OK,23.5871,26.346,0.159586,0.125414,0.7241,0.999963,no
XLOC_002972,XLOC_002972,MECR,chr1:29519384-29557454,Control,Dengue,OK,1.98856,2.15342,0.114906,0.0864448,0.80955,0.999963,no
XLOC_002982,XLOC_002982,LAPTM5,chr1:31200764-31231962,Control,Dengue,OK,212.824,299.455,0.492679,0.482035,0.1521,0.999963,no
XLOC_002985,XLOC_002985,SDC3,chr1:31342313-31381608,Control,Dengue,OK,0.849224,2.1713,1.35434,1.04031,0.00635,0.275836,no
XLOC_002986,XLOC_002986,PUM1,chr1:31403051-31538838,Control,Dengue,OK,24.0547,31.0299,0.367338,0.3224,0.38295,0.999963,no
XLOC_002992,XLOC_002992,SNRNP40,chr1:31732414-31769629,Control,Dengue,OK,18.6744,18.4667,-0.0161366,-0.0206035,0.95875,0.999963,no
XLOC_002993,XLOC_002993,RP11-490K7.4,chr1:31732414-31769629,Control,Dengue,OK,0.60806,0.548296,-0.149257,-0.0220968,0.951,0.999963,no
XLOC_003000,XLOC_003000,PEF1,chr1:32083286-32169920,Control,Dengue,OK,16.4379,21.4136,0.381497,0.410527,0.2914,0.999963,no
XLOC_003004,XLOC_003004,SPOCD1,chr1:32254730-32281652,Control,Dengue,OK,2.55791,1.62075,-0.658301,-0.524211,0.1218,0.992439,no
XLOC_003006,XLOC_003006,RP11-84A19.4,chr1:32307619-32411046,Control,Dengue,OK,3.66865,3.67562,0.00273847,0.000153122,0.98585,0.999963,no
XLOC_003007,XLOC_003007,PTP4A2,chr1:32307619-32411046,Control,Dengue,OK,251.915,273.566,0.118949,0.0926026,0.771,0.999963,no
XLOC_003008,XLOC_003008,RP11-277A4.4,chr1:32479278-32568575,Control,Dengue,OK,0.465681,0.615803,0.403128,0.0807614,0.81305,0.999963,no
XLOC_003009,XLOC_003009,TMEM234,chr1:32645268-32707242,Control,Dengue,OK,3.53233,5.44389,0.624021,0.191643,0.6031,0.999963,no
XLOC_003010,XLOC_003010,MTMR9LP,chr1:32645268-32707242,Control,Dengue,OK,0.515095,0.601018,0.22257,0.0309325,0.9211,0.999963,no
XLOC_003012,XLOC_003012,MARCKSL1,chr1:32756867-32803125,Control,Dengue,OK,4.34829,10.8712,1.32198,0.558588,0.09435,0.91709,no
XLOC_003014,XLOC_003014,"BSDC1,FAM229A",chr1:32817121-32861023,Control,Dengue,OK,15.6575,23.4108,0.580319,0.583763,0.147,0.999963,no
XLOC_003017,XLOC_003017,ZBTB8OS,chr1:32930657-33116615,Control,Dengue,OK,20.335,21.5391,0.0829932,0.0872267,0.81965,0.999963,no
XLOC_003018,XLOC_003018,SYNC,chr1:33116721-33169197,Control,Dengue,OK,0.827355,0.617783,-0.421406,-0.142609,0.6916,0.999963,no
XLOC_003020,XLOC_003020,YARS,chr1:33207485-33325527,Control,Dengue,OK,26.2518,30.9873,0.23926,0.263708,0.5376,0.999963,no
XLOC_003023,XLOC_003023,RNF19B,chr1:33391894-33432891,Control,Dengue,OK,41.0347,89.1323,1.11911,0.984119,0.0053,0.251828,no
XLOC_003024,XLOC_003024,RP1-117O3.2,chr1:33445350-33546597,Control,Dengue,OK,1.19533,2.3081,0.949298,0.16961,0.65475,0.999963,no
XLOC_003025,XLOC_003025,AK2,chr1:33445350-33546597,Control,Dengue,OK,25.5117,34.4426,0.433035,0.190859,0.38675,0.999963,no
XLOC_003026,XLOC_003026,TRIM62,chr1:33603459-33647660,Control,Dengue,OK,1.60934,2.60397,0.694242,0.388527,0.14805,0.999963,no
XLOC_003027,XLOC_003027,"A3GALT2,PHC2",chr1:33772366-33896653,Control,Dengue,OK,16.7149,25.3801,0.602562,0.548156,0.14115,0.999963,no
XLOC_003028,XLOC_003028,RN7SKP16,chr1:33772366-33896653,Control,Dengue,OK,3.53924,3.3221,-0.0913416,-0.0151892,0.9301,0.999963,no
XLOC_003035,XLOC_003035,SMIM12,chr1:35178337-35325559,Control,Dengue,OK,12.1211,16.0231,0.40263,0.421949,0.2792,0.999963,no
XLOC_003039,XLOC_003039,"RP11-244H3.4,ZMYM6,ZMYM6NB",chr1:35438060-35497679,Control,Dengue,OK,19.624,20.6255,0.071806,0.058148,0.8588,0.999963,no
XLOC_003040,XLOC_003040,SFPQ,chr1:35638098-35659857,Control,Dengue,OK,92.7508,100.125,0.101664,0.0988997,0.8104,0.999963,no
XLOC_003045,XLOC_003045,KIAA0319L,chr1:35898902-36032875,Control,Dengue,OK,14.0005,21.0953,0.591441,0.385774,0.2882,0.999963,no
XLOC_003046,XLOC_003046,RP4-728D4.2,chr1:36033452-36064204,Control,Dengue,OK,2.57493,2.60209,0.0151361,0.0101798,0.98015,0.999963,no
XLOC_003047,XLOC_003047,PSMB2,chr1:36064254-36107765,Control,Dengue,OK,15.811,18.6068,0.234903,0.220709,0.47395,0.999963,no
XLOC_003049,XLOC_003049,C1orf216,chr1:36179383-36185073,Control,Dengue,OK,1.68363,2.93416,0.801374,0.822574,0.02545,0.548723,no
XLOC_003050,XLOC_003050,CLSPN,chr1:36185818-36235583,Control,Dengue,OK,2.17023,1.68877,-0.361881,-0.25008,0.4588,0.999963,no
XLOC_003053,XLOC_003053,RP4-665N4.8,chr1:36335408-36538321,Control,Dengue,OK,0.363283,0.571027,0.652466,0.0377361,0.62205,0.999963,no
XLOC_003055,XLOC_003055,COL8A2,chr1:36554435-36590839,Control,Dengue,OK,0.626188,1.33106,1.08791,0.769757,0.04615,0.700271,no
XLOC_003056,XLOC_003056,TRAPPC3,chr1:36602170-36646533,Control,Dengue,OK,18.898,22.7477,0.26749,0.151377,0.6222,0.999963,no
XLOC_003057,XLOC_003057,UBE2V2P4,chr1:36690000-36771826,Control,Dengue,OK,1.20039,1.60024,0.41479,0.0475921,0.5989,0.999963,no
XLOC_003058,XLOC_003058,EVA1B,chr1:36771987-36794822,Control,Dengue,OK,8.32439,10.5805,0.345992,0.488889,0.35645,0.999963,no
XLOC_003059,XLOC_003059,"LSM10,STK40",chr1:36805109-36863493,Control,Dengue,OK,28.3196,42.8595,0.597813,0.557101,0.16255,0.999963,no
XLOC_003061,XLOC_003061,OSCP1,chr1:36881427-36916972,Control,Dengue,OK,0.301102,0.436608,0.536089,0.180091,0.30225,0.999963,no
XLOC_003062,XLOC_003062,SNORA63,chr1:36881427-36916972,Control,Dengue,OK,65.4171,74.7434,0.192279,1.93682,0.8427,0.999963,no
XLOC_003063,XLOC_003063,"CSF3R,MRPS15",chr1:36921318-36948970,Control,Dengue,OK,93.6356,166.709,0.8322,0.805435,0.0614,0.782309,no
XLOC_003067,XLOC_003067,LINC01137,chr1:37919865-37940023,Control,Dengue,OK,1.38853,1.68607,0.28011,0.247658,0.5577,0.999963,no
XLOC_003068,XLOC_003068,MEAF6,chr1:37957908-37980843,Control,Dengue,OK,20.61,22.9884,0.157563,0.201688,0.59645,0.999963,no
XLOC_003070,XLOC_003070,SNIP1,chr1:37999739-38019916,Control,Dengue,OK,6.70268,9.33307,0.477615,0.322775,0.3319,0.999963,no
XLOC_003071,XLOC_003071,GNL2,chr1:38022519-38061576,Control,Dengue,OK,17.3349,18.8359,0.119805,0.117889,0.7574,0.999963,no
XLOC_003073,XLOC_003073,C1orf109,chr1:38147241-38157921,Control,Dengue,OK,2.45926,3.52904,0.521051,0.403207,0.21975,0.999963,no
XLOC_003077,XLOC_003077,"INPP5B,MTF1,YRDC",chr1:38259473-38412833,Control,Dengue,OK,24.1982,30.7013,0.343399,0.241391,0.4863,0.999963,no
XLOC_003079,XLOC_003079,"FHL3,SF3A3",chr1:38422620-38471278,Control,Dengue,OK,31.4504,30.4127,-0.0484052,-0.034298,0.92345,0.999963,no
XLOC_003084,XLOC_003084,"GJA9,MYCBP,RP5-864K19.6,RRAGC",chr1:39303869-39407471,Control,Dengue,OK,22.7439,21.182,-0.102638,-0.0829742,0.7913,0.999963,no
XLOC_003091,XLOC_003091,HSPE1P8,chr1:39546987-39952849,Control,Dengue,OK,0.389279,0.28149,-0.467719,-0.00518251,0.0451,0.693409,no
XLOC_003092,XLOC_003092,"PPIEL,RP11-69E11.4",chr1:39957317-40025500,Control,Dengue,OK,2.7313,2.70096,-0.016118,-0.00824977,0.97955,0.999963,no
XLOC_003093,XLOC_003093,PABPC4,chr1:40025586-40042604,Control,Dengue,OK,23.3434,20.8899,-0.160208,-0.126207,0.7054,0.999963,no
XLOC_003094,XLOC_003094,SNORA55,chr1:40025586-40042604,Control,Dengue,OK,95.7438,117.827,0.299417,0.0403353,0.9062,0.999963,no
XLOC_003097,XLOC_003097,HPCAL4,chr1:40144319-40157361,Control,Dengue,OK,0.579518,0.489531,-0.243454,-0.208568,0.58545,0.999963,no
XLOC_003099,XLOC_003099,BMP8B,chr1:40157853-40254533,Control,Dengue,OK,0.433977,0.564304,0.378852,0.146081,0.68685,0.999963,no
XLOC_003102,XLOC_003102,TRIT1,chr1:40305624-40349183,Control,Dengue,OK,7.61689,6.24741,-0.285944,-0.268079,0.45815,0.999963,no
XLOC_003104,XLOC_003104,MYCL,chr1:40360618-40367928,Control,Dengue,OK,2.14936,4.15345,0.950401,0.96008,0.00945,0.340411,no
XLOC_003106,XLOC_003106,PPT1,chr1:40504734-40563375,Control,Dengue,OK,62.2904,66.7351,0.0994359,0.0532867,0.88115,0.999963,no
XLOC_003107,XLOC_003107,RP1-39G22.7,chr1:40720895-40759962,Control,Dengue,OK,2.86701,2.2124,-0.373938,-0.170643,0.68115,0.999963,no
